StartDate,EndDate,Status,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,DistributionChannel,UserLanguage,Q_RecaptchaScore,T1_1,T1_2,T1_3,T1_4,T1_5,T1_6,T1_7,GA1_1,GA1_2,GA1_3,GA1_4,GA1_5,GA2,GA3_1,GA3_2,GA3_3,GA3_4,GA3_5,GA3_6,GA3_7,GA3_8,GA4,GA5,GA6,N1_1,N1_2,N1_3,N1_4,N1_5,N2,N3_1,N3_2,N3_3,N3_4,N3_5,N3_6,N3_7,N3_8,N4,N5,N6,FB1_1,FB1_2,FB1_3,FB1_4,FB1_5,FB2,FB3_1,FB3_2,FB3_3,FB3_4,FB3_5,FB3_6,FB3_7,FB3_8,FB4,FB5,FB6,1,2_1,imid,Q_Language,group,SC1,SC2,SC3
2021-10-20 2:53:13,2021-10-20 2:55:20,IP Address,100,126,TRUE,2021-10-20 2:55:20,R_2rGrQyD5B7VzsvD,anonymous,NL,89.999.997.615.814.200.000.000,Neither agree nor disagree - 4,Somewhat disagree - 3,Somewhat agree -5,Somewhat disagree - 3,Neither agree nor disagree - 4,Neither agree nor disagree - 4,Somewhat agree -5,Neither agree nor disagree - 4,Somewhat disagree - 3,Neither agree nor disagree - 4,Somewhat agree - 5,Neither agree nor disagree - 4,Neither too much nor too little attention - 4,Neither too much nor too little - 4,Slightly too little - 3,Neither too much nor too little - 4,Slightly too much - 5,Slightly too much - 5,Neither too much nor too little - 4,Neither too much nor too little - 4,Neither too much nor too little - 4,Somewhat agree - 5,Neither agree nor disagree - 4,About half of the time - 4,Somewhat disagree - 3,Somewhat disagree - 3,Somewhat agree - 5,Somewhat agree - 5,Somewhat agree - 5,Slightly too little attention - 3,Neither too much nor too little - 4,Slightly too much - 5,Neither too much nor too little - 4,Neither too much nor too little - 4,Slightly too little - 3,Slightly too little - 3,Slightly too little - 3,Slightly too little - 3,Somewhat disagree - 3,Neither agree nor disagree - 4,About half of the time - 4,Neither agree of disagree - 4,Somewhat disagree - 3,Neither agree of disagree - 4,Neither agree of disagree - 4,Neither agree of disagree - 4,Slightly too much attention - 5,Neither too much nor too little - 4,Neither too much nor too little - 4,Slightly too little - 3,Neither too much nor too little - 4,Slightly too much - 5,Slightly too much - 5,Slightly too much - 5,Slightly too much - 5,Neither agree nor disagree - 4,Somewhat disagree - 3,Usually - 5,Moderately interesting - 3,5,3821044,NL,GA,3,2,4
2021-10-20 2:50:28,2021-10-20 2:55:43,IP Address,100,314,TRUE,2021-10-20 2:55:43,R_YPK4SrgJFXNEuUV,anonymous,NL,1,Somewhat agree -5,Agree -6,Agree -6,Neither agree nor disagree - 4,Neither agree nor disagree - 4,Somewhat disagree - 3,Disagree - 2,,,,,,,,,,,,,,,,,,Neither agree nor disagree - 4,Neither agree nor disagree - 4,Neither agree nor disagree - 4,Somewhat agree - 5,Neither agree nor disagree - 4,Neither too much nor too little attention - 4,Neither too much nor too little - 4,Neither too much nor too little - 4,Slightly too little - 3,Moderately too little - 2,Moderately too little - 2,Neither too much nor too little - 4,Neither too much nor too little - 4,Far too little - 1,Neither agree nor disagree - 4,Neither agree nor disagree - 4,Never - 1,,,,,,,,,,,,,,,,,,Very interesting - 4,3,4780007,NL,FB,0,5,0
2021-10-20 2:52:19,2021-10-20 2:58:41,IP Address,100,382,TRUE,2021-10-20 2:58:41,R_2PiZjB0m5YnnecU,anonymous,NL,1,Agree -6,Agree -6,Agree -6,Neither agree nor disagree - 4,Disagree - 2,Somewhat agree -5,Neither agree nor disagree - 4,Neither agree nor disagree - 4,Neither agree nor disagree - 4,Neither agree nor disagree - 4,Neither agree nor disagree - 4,Neither agree nor disagree - 4,Neither too much nor too little attention - 4,Neither too much nor too little - 4,Neither too much nor too little - 4,Neither too much nor too little - 4,Neither too much nor too little - 4,Neither too much nor too little - 4,Neither too much nor too little - 4,Neither too much nor too little - 4,Neither too much nor too little - 4,Agree - 6,Agree - 6,About half of the time - 4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Very interesting - 4,7,4096459,NL,GA,5,0,0
2021-10-20 2:53:07,2021-10-20 2:59:20,IP Address,100,372,TRUE,2021-10-20 2:59:20,R_3Oe3AmGrZBTA4ml,anonymous,NL,89.999.997.615.814.200.000.000,Somewhat agree -5,Agree -6,Agree -6,Agree -6,Disagree - 2,Somewhat disagree - 3,Somewhat disagree - 3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Agree - 6,Agree - 6,Somewhat disagree - 3,Disagree - 2,Strongly disagree - 1,Moderately too much attention - 6,Neither too much nor too little - 4,Neither too much nor too little - 4,Slightly too little - 3,Slightly too much - 5,Slightly too much - 5,Moderately too little - 2,Far too little - 1,Moderately too little - 2,Somewhat agree - 5,Somewhat agree - 5,Usually - 5,Very interesting - 4,3,46940,NL,NOS,1,0,4
2021-10-20 2:54:46,2021-10-20 2:59:49,IP Address,100,303,TRUE,2021-10-20 2:59:50,R_8bSnZa4dHNMXofD,anonymous,NL,89.999.997.615.814.200.000.000,Neither agree nor disagree - 4,Neither agree nor disagree - 4,Neither agree nor disagree - 4,Neither agree nor disagree - 4,Neither agree nor disagree - 4,Neither agree nor disagree - 4,Neither agree nor disagree - 4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Agree - 6,Agree - 6,Agree - 6,Agree - 6,Agree - 6,Moderately too much attention - 6,Neither too much nor too little - 4,Neither too much nor too little - 4,Neither too much nor too little - 4,Neither too much nor too little - 4,Neither too much nor too little - 4,Neither too much nor too little - 4,Neither too much nor too little - 4,Neither too much nor too little - 4,Neither agree nor disagree - 4,Neither agree nor disagree - 4,Never - 1,Very interesting - 4,7,5029808,NL,NOS,0,0,5
2021-10-20 2:54:37,2021-10-20 2:59:55,IP Address,100,318,TRUE,2021-10-20 2:59:56,R_2OYAOLRg7h2ciS3,anonymous,NL,1,Agree -6,Agree -6,Agree -6,Agree -6,Neither agree nor disagree - 4,Neither agree nor disagree - 4,Somewhat agree -5,,,,,,,,,,,,,,,,,,Somewhat disagree - 3,Somewhat disagree - 3,Somewhat agree - 5,Somewhat agree - 5,Agree - 6,Neither too much nor too little attention - 4,Neither too much nor too little - 4,Neither too much nor too little - 4,Neither too much nor too little - 4,Neither too much nor too little - 4,Neither too much nor too little - 4,Neither too much nor too little - 4,Neither too much nor too little - 4,Neither too much nor too little - 4,Neither agree nor disagree - 4,Neither agree nor disagree - 4,Never - 1,,,,,,,,,,,,,,,,,,Moderately interesting - 3,5,168751,NL,FB,0,5,0
2021-10-20 2:59:40,2021-10-20 3:01:33,IP Address,100,113,TRUE,2021-10-20 3:01:34,R_6hxAcZD5zsCt1lv,anonymous,NL,89.999.997.615.814.200.000.000,Neither agree nor disagree - 4,Neither agree nor disagree - 4,Neither agree nor disagree - 4,Neither agree nor disagree - 4,Neither agree nor disagree - 4,Neither agree nor disagree - 4,Neither agree nor disagree - 4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Neither agree of disagree - 4,Neither agree of disagree - 4,Neither agree of disagree - 4,Neither agree of disagree - 4,Neither agree of disagree - 4,Slightly too much attention - 5,Neither too much nor too little - 4,Neither too much nor too little - 4,Neither too much nor too little - 4,Neither too much nor too little - 4,Neither too much nor too little - 4,Neither too much nor too little - 4,Neither too much nor too little - 4,Neither too much nor too little - 4,Neither agree nor disagree - 4,Neither agree nor disagree - 4,About half of the time - 4,Very interesting - 4,8,1515178,NL,NOS,0,1,3
2021-10-20 2:51:21,2021-10-20 3:02:14,IP Address,100,652,TRUE,2021-10-20 3:02:14,R_1EYXF1gCIylUazw,anonymous,NL,1,Somewhat disagree - 3,Somewhat disagree - 3,Neither agree nor disagree - 4,Somewhat disagree - 3,Somewhat agree -5,Somewhat agree -5,Somewhat agree -5,Neither agree nor disagree - 4,Somewhat agree - 5,Neither agree nor disagree - 4,Neither agree nor disagree - 4,Neither agree nor disagree - 4,Neither too much nor too little attention - 4,Neither too much nor too little - 4,Neither too much nor too little - 4,Slightly too little - 3,Slightly too much - 5,Neither too much nor too little - 4,Slightly too little - 3,Moderately too little - 2,Neither too much nor too little - 4,Neither agree nor disagree - 4,Somewhat agree - 5,Seldom - 2,Somewhat disagree - 3,Somewhat agree - 5,Neither agree nor disagree - 4,Somewhat agree - 5,Neither agree nor disagree - 4,Slightly too little attention - 3,Neither too much nor too little - 4,Neither too much nor too little - 4,Neither too much nor too little - 4,Slightly too much - 5,Neither too much nor too little - 4,Moderately too little - 2,Moderately too little - 2,Neither too much nor too little - 4,Neither agree nor disagree - 4,Somewhat agree - 5,Sometimes - 3,,,,,,,,,,,,,,,,,,Slightly interesting - 2,4,169409,NL,GA/FB,3,3,0
2021-10-20 2:56:47,2021-10-20 3:02:20,IP Address,100,333,TRUE,2021-10-20 3:02:21,R_YaGoQfT6LKlBXKV,anonymous,NL,1,Somewhat agree -5,Somewhat agree -5,Somewhat agree -5,Somewhat agree -5,Somewhat disagree - 3,Neither agree nor disagree - 4,Neither agree nor disagree - 4,Somewhat agree - 5,Somewhat agree - 5,Somewhat disagree - 3,Somewhat disagree - 3,Somewhat disagree - 3,Neither too much nor too little attention - 4,Neither too much nor too little - 4,Neither too much nor too little - 4,Neither too much nor too little - 4,Neither too much nor too little - 4,Neither too much nor too little - 4,Neither too much nor too little - 4,Neither too much nor too little - 4,Neither too much nor too little - 4,Neither agree nor disagree - 4,Somewhat disagree - 3,Sometimes - 3,Somewhat disagree - 3,Somewhat disagree - 3,Somewhat disagree - 3,Somewhat agree - 5,Somewhat agree - 5,Neither too much nor too little attention - 4,Slightly too little - 3,Slightly too little - 3,Slightly too little - 3,Neither too much nor too little - 4,Slightly too little - 3,Neither too much nor too little - 4,Neither too much nor too little - 4,Neither too much nor too little - 4,Neither agree nor disagree - 4,Neither agree nor disagree - 4,Sometimes - 3,Somewhat agree - 5,Somewhat agree - 5,Somewhat disagree - 3,Neither agree of disagree - 4,Somewhat disagree - 3,Neither too much nor too little attention - 4,Neither too much nor too little - 4,Neither too much nor too little - 4,Neither too much nor too little - 4,Neither too much nor too little - 4,Neither too much nor too little - 4,Neither too much nor too little - 4,Neither too much nor too little - 4,Neither too much nor too little - 4,Neither agree nor disagree - 4,Neither agree nor disagree - 4,Sometimes - 3,Moderately interesting - 3,4,4156208,NL,GA,3,4,4
2021-10-20 2:54:41,2021-10-20 3:02:57,IP Address,100,495,TRUE,2021-10-20 3:02:57,R_1mQbhokesrF2WXi,anonymous,NL,1,Agree -6,Agree -6,Agree -6,Agree -6,Agree -6,Agree -6,Agree -6,Somewhat agree - 5,Somewhat agree - 5,Neither agree nor disagree - 4,Somewhat agree - 5,Somewhat agree - 5,Neither too much nor too little attention - 4,Neither too much nor too little - 4,Neither too much nor too little - 4,Neither too much nor too little - 4,Slightly too much - 5,Slightly too little - 3,Moderately too much - 6,Far too much - 7,Neither too much nor too little - 4,Somewhat agree - 5,Somewhat agree - 5,About half of the time - 4,Somewhat disagree - 3,Neither agree nor disagree - 4,Neither agree nor disagree - 4,Somewhat disagree - 3,Neither agree nor disagree - 4,Slightly too much attention - 5,Slightly too little - 3,Neither too much nor too little - 4,Neither too much nor too little - 4,Neither too much nor too little - 4,Neither too much nor too little - 4,Moderately too much - 6,Moderately too much - 6,Neither too much nor too little - 4,Neither agree nor disagree - 4,Neither agree nor disagree - 4,About half of the time - 4,Agree - 6,Agree - 6,Agree - 6,Agree - 6,Agree - 6,Neither too much nor too little attention - 4,Neither too much nor too little - 4,Neither too much nor too little - 4,Neither too much nor too little - 4,Slightly too much - 5,Neither too much nor too little - 4,Slightly too much - 5,Moderately too much - 6,Neither too much nor too little - 4,Neither agree nor disagree - 4,Neither agree nor disagree - 4,About half of the time - 4,Moderately interesting - 3,6,4418295,NL,GA,4,5,3
2021-10-20 2:56:43,2021-10-20 3:02:59,IP Address,100,375,TRUE,2021-10-20 3:03:00,R_2ErQkCGXuqvkd1s,anonymous,NL,1,Agree -6,Agree -6,Agree -6,Agree -6,Disagree - 2,Neither agree nor disagree - 4,Somewhat disagree - 3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Agree - 6,Strongly agree - 7,Disagree - 2,Somewhat disagree - 3,Disagree - 2,Neither too much nor too little attention - 4,Neither too much nor too little - 4,Neither too much nor too little - 4,Neither too much nor too little - 4,Neither too much nor too little - 4,Neither too much nor too little - 4,Neither too much nor too little - 4,Neither too much nor too little - 4,Neither too much nor too little - 4,Neither agree nor disagree - 4,Neither agree nor disagree - 4,Never - 1,Moderately interesting - 3,5,14972,NL,NOS,0,1,5
2021-10-20 2:59:49,2021-10-20 3:03:02,IP Address,100,192,TRUE,2021-10-20 3:03:02,R_1liAQgYRYmCcnlh,anonymous,NL,1,Somewhat agree -5,Agree -6,Agree -6,Somewhat agree -5,Somewhat agree -5,Neither agree nor disagree - 4,Somewhat agree -5,Somewhat agree - 5,Agree - 6,Agree - 6,Somewhat agree - 5,Agree - 6,Moderately too much attention - 6,Slightly too much - 5,Slightly too much - 5,Moderately too much - 6,Slightly too much - 5,Slightly too much - 5,Moderately too much - 6,Moderately too much - 6,Moderately too much - 6,Somewhat agree - 5,Agree - 6,Most of the time - 6,Somewhat agree - 5,Agree - 6,Agree - 6,Agree - 6,Agree - 6,Moderately too much attention - 6,Moderately too much - 6,Slightly too much - 5,Moderately too much - 6,Moderately too much - 6,Moderately too much - 6,Moderately too much - 6,Slightly too much - 5,Moderately too much - 6,Agree - 6,Agree - 6,Most of the time - 6,Neither agree of disagree - 4,Agree - 6,Somewhat agree - 5,Agree - 6,Somewhat agree - 5,Moderately too much attention - 6,Moderately too much - 6,Slightly too much - 5,Moderately too much - 6,Slightly too much - 5,Moderately too much - 6,Moderately too much - 6,Slightly too much - 5,Slightly too much - 5,Agree - 6,Agree - 6,Most of the time - 6,Very interesting - 4,8,875901,NL,GA,4,4,4
2021-10-20 3:01:03,2021-10-20 3:03:33,IP Address,100,150,TRUE,2021-10-20 3:03:33,R_1nNS2727MiLVBQi,anonymous,NL,1,Agree -6,Neither agree nor disagree - 4,Somewhat agree -5,Agree -6,Somewhat agree -5,Somewhat agree -5,Agree -6,Agree - 6,Neither agree nor disagree - 4,Somewhat agree - 5,Somewhat agree - 5,Agree - 6,Moderately too much attention - 6,Slightly too much - 5,Slightly too little - 3,Slightly too little - 3,Neither too much nor too little - 4,Slightly too little - 3,Slightly too much - 5,Neither too much nor too little - 4,Slightly too much - 5,Somewhat agree - 5,Agree - 6,Usually - 5,Somewhat agree - 5,Somewhat disagree - 3,Somewhat agree - 5,Somewhat agree - 5,Neither agree nor disagree - 4,Slightly too little attention - 3,Slightly too much - 5,Slightly too little - 3,Neither too much nor too little - 4,Neither too much nor too little - 4,Slightly too little - 3,Moderately too much - 6,Slightly too much - 5,Moderately too much - 6,Somewhat agree - 5,Somewhat agree - 5,Usually - 5,Somewhat agree - 5,Neither agree of disagree - 4,Agree - 6,Somewhat disagree - 3,Somewhat agree - 5,Slightly too much attention - 5,Slightly too much - 5,Slightly too little - 3,Moderately too much - 6,Slightly too much - 5,Slightly too much - 5,Neither too much nor too little - 4,Moderately too much - 6,Slightly too little - 3,Somewhat agree - 5,Somewhat agree - 5,Usually - 5,Very interesting - 4,7,4437545,NL,GA,5,5,5
2021-10-20 2:58:12,2021-10-20 3:04:14,IP Address,100,361,TRUE,2021-10-20 3:04:14,R_3jDaeVmIxE0nTkR,anonymous,NL,89.999.997.615.814.200.000.000,Strongly agree - 7,Strongly agree - 7,Agree -6,Somewhat disagree - 3,Neither agree nor disagree - 4,Somewhat agree -5,Somewhat agree -5,,,,,,,,,,,,,,,,,,Somewhat agree - 5,Agree - 6,Somewhat disagree - 3,Somewhat disagree - 3,Somewhat agree - 5,Neither too much nor too little attention - 4,Neither too much nor too little - 4,Neither too much nor too little - 4,Neither too much nor too little - 4,Neither too much nor too little - 4,Neither too much nor too little - 4,Neither too much nor too little - 4,Neither too much nor too little - 4,Neither too much nor too little - 4,Neither agree nor disagree - 4,Disagree - 2,Never - 1,Agree - 6,Neither agree of disagree - 4,Somewhat disagree - 3,Neither agree of disagree - 4,Neither agree of disagree - 4,Neither too much nor too little attention - 4,Neither too much nor too little - 4,Neither too much nor too little - 4,Neither too much nor too little - 4,Neither too much nor too little - 4,Neither too much nor too little - 4,Neither too much nor too little - 4,Neither too much nor too little - 4,Neither too much nor too little - 4,Somewhat disagree - 3,Somewhat disagree - 3,Never - 1,Moderately interesting - 3,8,579492,NL,FB,0,5,2
2021-10-20 2:54:15,2021-10-20 3:05:05,IP Address,100,649,TRUE,2021-10-20 3:05:06,R_10PIsIJ02eTDR7V,anonymous,NL,89.999.997.615.814.200.000.000,Somewhat agree -5,Somewhat agree -5,Somewhat agree -5,Agree -6,Neither agree nor disagree - 4,Somewhat agree -5,Neither agree nor disagree - 4,Neither agree nor disagree - 4,Somewhat agree - 5,Neither agree nor disagree - 4,Somewhat agree - 5,Neither agree nor disagree - 4,Neither too much nor too little attention - 4,Neither too much nor too little - 4,Neither too much nor too little - 4,Neither too much nor too little - 4,Slightly too much - 5,Neither too much nor too little - 4,Slightly too much - 5,Neither too much nor too little - 4,Neither too much nor too little - 4,Neither agree nor disagree - 4,Neither agree nor disagree - 4,Never - 1,Somewhat disagree - 3,Agree - 6,Agree - 6,Agree - 6,Agree - 6,Far too much attention - 7,Neither too much nor too little - 4,Neither too much nor too little - 4,Neither too much nor too little - 4,Slightly too much - 5,Neither too much nor too little - 4,Slightly too much - 5,Slightly too much - 5,Neither too much nor too little - 4,Agree - 6,Agree - 6,Never - 1,Somewhat agree - 5,Somewhat agree - 5,Neither agree of disagree - 4,Somewhat agree - 5,Neither agree of disagree - 4,Neither too much nor too little attention - 4,Neither too much nor too little - 4,Neither too much nor too little - 4,Neither too much nor too little - 4,Slightly too much - 5,Neither too much nor too little - 4,Neither too much nor too little - 4,Neither too much nor too little - 4,Neither too much nor too little - 4,Neither agree nor disagree - 4,Neither agree nor disagree - 4,Never - 1,Very interesting - 4,8,4012731,NL,FB/NOS/GA,3,5,3
2021-10-20 2:59:42,2021-10-20 3:05:54,IP Address,100,371,TRUE,2021-10-20 3:05:54,R_WuK4I6lP5PGXEM9,anonymous,NL,1,Strongly agree - 7,Strongly agree - 7,Strongly agree - 7,Strongly agree - 7,Strongly disagree - 1,Strongly disagree - 1,Strongly disagree - 1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Strongly agree - 7,Strongly agree - 7,Disagree - 2,Strongly disagree - 1,Disagree - 2,Neither too much nor too little attention - 4,Neither too much nor too little - 4,Slightly too little - 3,Slightly too little - 3,Slightly too much - 5,Neither too much nor too little - 4,Neither too much nor too little - 4,Neither too much nor too little - 4,Slightly too much - 5,Neither agree nor disagree - 4,Strongly agree - 7,Never - 1,Extremely interesting - 5,4,810995,NL,NOS,0,0,5
2021-10-20 2:58:50,2021-10-20 3:06:10,IP Address,100,440,TRUE,2021-10-20 3:06:10,R_e98CiFA9XJ4xCRH,anonymous,NL,1,Somewhat disagree - 3,Somewhat agree -5,Somewhat agree -5,Somewhat agree -5,Disagree - 2,Disagree - 2,Disagree - 2,Somewhat disagree - 3,Somewhat agree - 5,Disagree - 2,Somewhat disagree - 3,Somewhat agree - 5,Slightly too little attention - 3,Neither too much nor too little - 4,Slightly too little - 3,Slightly too little - 3,Slightly too much - 5,Neither too much nor too little - 4,Neither too much nor too little - 4,Neither too much nor too little - 4,Slightly too much - 5,Agree - 6,Agree - 6,About half of the time - 4,,,,,,,,,,,,,,,,,,Strongly agree - 7,Disagree - 2,Disagree - 2,Strongly disagree - 1,Disagree - 2,Neither too much nor too little attention - 4,Neither too much nor too little - 4,Neither too much nor too little - 4,Slightly too little - 3,Slightly too much - 5,Neither too much nor too little - 4,Neither too much nor too little - 4,Neither too much nor too little - 4,Slightly too much - 5,Somewhat agree - 5,Somewhat disagree - 3,About half of the time - 4,Extremely interesting - 5,2,4854387,NL,GA,5,0,5
2021-10-20 2:59:19,2021-10-20 3:06:54,IP Address,100,455,TRUE,2021-10-20 3:06:55,R_3g6si1nceYE0gen,anonymous,NL,89.999.997.615.814.200.000.000,Neither agree nor disagree - 4,Somewhat agree -5,Somewhat agree -5,Neither agree nor disagree - 4,Somewhat disagree - 3,Neither agree nor disagree - 4,Neither agree nor disagree - 4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Neither agree of disagree - 4,Neither agree of disagree - 4,Somewhat disagree - 3,Neither agree of disagree - 4,Somewhat disagree - 3,Neither too much nor too little attention - 4,Neither too much nor too little - 4,Neither too much nor too little - 4,Neither too much nor too little - 4,Neither too much nor too little - 4,Neither too much nor too little - 4,Neither too much nor too little - 4,Neither too much nor too little - 4,Neither too much nor too little - 4,Agree - 6,Agree - 6,Never - 1,Moderately interesting - 3,5,2764624,NL,NOS,0,0,3
2021-10-20 3:05:59,2021-10-20 3:08:49,IP Address,100,170,TRUE,2021-10-20 3:08:49,R_3PFwWPBcTusmJP4,anonymous,NL,1,Neither agree nor disagree - 4,Neither agree nor disagree - 4,Neither agree nor disagree - 4,Neither agree nor disagree - 4,Neither agree nor disagree - 4,Neither agree nor disagree - 4,Neither agree nor disagree - 4,Neither agree nor disagree - 4,Neither agree nor disagree - 4,Neither agree nor disagree - 4,Neither agree nor disagree - 4,Neither agree nor disagree - 4,Neither too much nor too little attention - 4,Neither too much nor too little - 4,Neither too much nor too little - 4,Neither too much nor too little - 4,Neither too much nor too little - 4,Neither too much nor too little - 4,Neither too much nor too little - 4,Neither too much nor too little - 4,Neither too much nor too little - 4,Neither agree nor disagree - 4,Neither agree nor disagree - 4,About half of the time - 4,,,,,,,,,,,,,,,,,,Neither agree of disagree - 4,Neither agree of disagree - 4,Neither agree of disagree - 4,Neither agree of disagree - 4,Neither agree of disagree - 4,Slightly too much attention - 5,Neither too much nor too little - 4,Neither too much nor too little - 4,Neither too much nor too little - 4,Neither too much nor too little - 4,Neither too much nor too little - 4,Neither too much nor too little - 4,Neither too much nor too little - 4,Neither too much nor too little - 4,Neither agree nor disagree - 4,Neither agree nor disagree - 4,About half of the time - 4,Moderately interesting - 3,5,4727682,NL,NOS,2,0,5
2021-10-20 3:03:08,2021-10-20 3:08:51,IP Address,100,342,TRUE,2021-10-20 3:08:51,R_2BzAK9T8UM6zwtH,anonymous,NL,89.999.997.615.814.200.000.000,Agree -6,Agree -6,Agree -6,Agree -6,Disagree - 2,Disagree - 2,Disagree - 2,,,,,,,,,,,,,,,,,,Disagree - 2,Disagree - 2,Disagree - 2,Disagree - 2,Disagree - 2,Neither too much nor too little attention - 4,Neither too much nor too little - 4,Neither too much nor too little - 4,Neither too much nor too little - 4,Neither too much nor too little - 4,Neither too much nor too little - 4,Neither too much nor too little - 4,Neither too much nor too little - 4,Neither too much nor too little - 4,Neither agree nor disagree - 4,Neither agree nor disagree - 4,Never - 1,Agree - 6,Agree - 6,Disagree - 2,Disagree - 2,Disagree - 2,Neither too much nor too little attention - 4,Neither too much nor too little - 4,Neither too much nor too little - 4,Neither too much nor too little - 4,Neither too much nor too little - 4,Neither too much nor too little - 4,Neither too much nor too little - 4,Neither too much nor too little - 4,Neither too much nor too little - 4,Neither agree nor disagree - 4,Neither agree nor disagree - 4,Never - 1,Very interesting - 4,2,639654,NL,FB,0,5,5
